step,reliability,smoothed_reliability,latency,smoothed_latency,active_model,controller_state,deriv,fast_J,robust_J,timestamp
0,0.6456639766693115,0.6456639766693115,5.774999999985653e-05,5.774999999985653e-05,robust,StabilityState.DEGRADED,0.0,0.35439377333068833,0.2038275829736631,1770136133.451373
1,0.7702472805976868,0.6705806374549866,2.204100000025022e-05,5.060819999993527e-05,fast,StabilityState.STABLE,0.024916660785675115,0.08311998081607053,0.22977476040231348,1770136133.452275
2,0.8323265314102173,0.7029298162460328,2.3500000000176158e-05,4.518655999998345e-05,fast,StabilityState.STABLE,0.03234917879104615,0.1676969685897829,0.1940303387908937,1770136133.453197
3,0.8131333589553833,0.7249705247879029,2.3458000000253776e-05,4.0840848000037515e-05,robust,StabilityState.DEGRADED,0.022040708541870124,0.18689009904461695,0.08541944570904514,1770136133.454182
4,0.9085577726364136,0.761687974357605,2.1666999999947478e-05,3.700607840001951e-05,robust,StabilityState.DEGRADED,0.03671744956970213,0.10619159152966295,0.09146389436358637,1770136133.455122
5,0.900126039981842,0.7893755874824525,2.1666999999947478e-05,3.3938262720005106e-05,robust,StabilityState.DEGRADED,0.027687613124847466,0.06560671748352043,0.0998956270181579,1770136133.456037
6,0.8264020085334778,0.7967808716926577,2.274999999984928e-05,3.170061017597394e-05,robust,StabilityState.DEGRADED,0.007405284210205143,0.5725933732816619,0.17362074146652207,1770136133.460994
7,0.829957127571106,0.8034161228683474,2.2125000000094985e-05,2.9785488140798152e-05,robust,StabilityState.DEGRADED,0.006635251175689749,0.1050225603065491,0.17006499742889414,1770136133.462395
8,0.8861454725265503,0.819961992799988,2.2874999999977774e-05,2.8403390512634076e-05,robust,StabilityState.DEGRADED,0.016545869931640644,0.13777885754013086,0.11387740247344968,1770136133.463372
9,0.8560172915458679,0.8271730525491641,2.1792000000075973e-05,2.7081112410122457e-05,robust,StabilityState.DEGRADED,0.007211059749176019,0.35308366274642955,0.14400450045413216,1770136133.46433
10,0.9998494982719421,0.8617083416937197,2.1874999999837996e-05,2.6039889928065568e-05,robust,StabilityState.DEGRADED,0.034535289144555614,0.0005777826614381532,0.00017237672805769932,1770136133.4652538
11,0.9997880458831787,0.8893242825316116,2.1874999999837996e-05,2.5206911942420056e-05,robust,StabilityState.DEGRADED,0.027615940837891872,0.00047767604428106125,0.00023382911682112706,1770136133.466175
12,0.9998664855957031,0.9114327231444299,2.1792000000075973e-05,2.452392955395124e-05,robust,StabilityState.DEGRADED,0.02210844061281836,0.00016513344992041823,0.00015530640429695097,1770136133.467096
13,0.9998181462287903,0.929109807761302,2.1541999999818984e-05,2.392754364312479e-05,robust,StabilityState.DEGRADED,0.01767708461687212,0.00035933619653327753,0.00020339577120953578,1770136133.468422
14,0.9998271465301514,0.943253275515072,2.1790999999993232e-05,2.350023491449848e-05,robust,StabilityState.DEGRADED,0.014143467753769956,7.362897128304624e-05,0.00019464446984862604,1770136133.469335
15,0.9998359680175781,0.9545698140155733,2.1665999999864738e-05,2.3133387931571734e-05,robust,StabilityState.DEGRADED,0.011316538500501294,9.60810852048688e-05,0.00018569798242173974,1770136133.470242
16,0.9998642802238464,0.963628707257228,2.1665999999864738e-05,2.2839910345230336e-05,robust,StabilityState.DEGRADED,0.009058893241654764,0.0003007038307192289,0.0001573857761534292,1770136133.471194
17,0.9998951554298401,0.9708819968917505,2.1833999999998355e-05,2.2638728276183943e-05,robust,StabilityState.DEGRADED,0.007253289634522431,0.0001406457559505192,0.00012667857015991046,1770136133.472146
18,0.9997925162315369,0.9766641007597078,2.175000000015359e-05,2.2460982620977873e-05,robust,StabilityState.DEGRADED,0.0057821038679573,0.0004309341888428797,0.00022923376846328836,1770136133.4730518
19,0.999695360660553,0.9812703527398768,2.1292000000006084e-05,2.2227186096783514e-05,robust,StabilityState.DEGRADED,0.004606251980169063,0.00031413224792453676,0.00032593133944702757,1770136133.473962
20,0.9997761845588684,0.9849715191036752,2.1541999999818984e-05,2.2090148877390607e-05,robust,StabilityState.DEGRADED,0.0037011663637983583,0.00015460126495359106,0.0002453574411314108,1770136133.474893
