step,reliability,smoothed_reliability,latency,smoothed_latency,active_model,controller_state,deriv,rolling_vol,mean_deriv,predicted_degradation_step,actual_degradation_step,lead_time,fast_J,robust_J,timestamp
235,0.9258076548576355,0.9511114978155865,2.1167000000099634e-05,2.134898921981087e-05,robust,DEGRADED,-0.006325960739487657,0.006887434165495819,-0.0018083772832031332,154,,,0.09818665978277585,0.0742135121423646,1770134193.549205
236,0.9729207754135132,0.9554733533351719,2.1000000000048757e-05,2.1279191375858446e-05,robust,DEGRADED,0.004361855519585456,0.006705282965197056,0.00045075958777465177,154,,,0.026040124863037084,0.027100224586486865,1770134193.550454
237,0.9675753116607666,0.9578937450002909,2.1166000000016894e-05,2.1256553100690137e-05,robust,DEGRADED,0.0024203916651189816,0.005991723697942229,0.00036029295769530735,154,,,0.022768698306671054,0.032445854339233415,1770134193.5516999
238,0.9479978084564209,0.955914557691517,2.1374999999990152e-05,2.128024248055014e-05,robust,DEGRADED,-0.0019791873087738887,0.005160147308840485,0.0002455645930544703,154,,,0.05045143150292963,0.05202356654357909,1770134193.5529442
239,0.9722604751586914,0.959183741184952,2.1250000000083702e-05,2.1274193984456855e-05,robust,DEGRADED,0.0032691834934349684,0.002579719024965524,0.000349256525975572,154,,,0.04697876429367076,0.027760774841308677,1770134193.5541928
240,0.9255902767181396,0.9524650482915895,2.2332999999985503e-05,2.1485955187562586e-05,robust,DEGRADED,-0.006718692893362466,0.0024016063020745816,0.00027071009520061027,154,,,0.027570369350433444,0.07443205628186034,1770134193.555541
241,0.9712870717048645,0.9562294529742446,2.1665999999864738e-05,2.1521964150023016e-05,robust,DEGRADED,0.0037644046826550426,0.0023025873178312106,0.00015121992781452764,154,,,0.036307266437347385,0.028734594295135363,1770134193.556841
242,0.9847341775894165,0.961930397897279,2.1625000000025096e-05,2.1542571320023434e-05,robust,DEGRADED,0.005700944923034412,0.0029811519792964413,0.0008073305793976137,154,,,0.10053269134539788,0.015287447410583521,1770134193.558124
243,0.9896911382675171,0.9674825459713267,2.199999999996649e-05,2.1634057056012045e-05,robust,DEGRADED,0.005552148074047691,0.0044347605309546624,0.00231359765596193,154,,,0.02205125556964105,0.010330861732482877,1770134193.559405
244,0.9747658371925354,0.9689392042155685,2.199999999996649e-05,2.1707245644802934e-05,robust,DEGRADED,0.001456658244241793,0.005603688931635953,0.0019510926061232948,154,,,0.10552834725189197,0.025256162807464566,1770134193.560689
245,0.9688632488250732,0.9689240131374695,2.1499999999896602e-05,2.166579651582167e-05,robust,DEGRADED,-1.5191078098997224e-05,0.005749529804750335,0.0032917929691759886,154,,,0.05290011654281623,0.031158251174926654,1770134193.5619662
246,0.9880240559577942,0.9727440217015344,2.1665999999864738e-05,2.1665837212630284e-05,robust,DEGRADED,0.0038200085640649473,0.0065371258752730185,0.0033029137454579694,154,,,0.046857647655486945,0.011997610042205675,1770134193.56329
247,0.9771625399589539,0.9736277253530183,2.158399999996341e-05,2.164946977009691e-05,robust,DEGRADED,0.0008837036514839358,0.007180224752118612,0.002339465491147874,154,,,0.15945738949603272,0.022859044041046106,1770134193.5645912
248,0.9724185466766357,0.9733858896177419,2.154200000004103e-05,2.1627975816085736e-05,robust,DEGRADED,-0.0002418357352764744,0.007188149442781788,0.0011806687292830408,154,,,0.09768881692922982,0.0276029953233643,1770134193.565876
249,0.9907500147819519,0.9768587146505839,2.1666999999947478e-05,2.1635780652858083e-05,robust,DEGRADED,0.003472825032842075,0.007582154478945213,0.0015839020870030973,154,,,0.10243062144433579,0.009271652218048043,1770134193.567156
250,0.9403812289237976,0.9695632175052268,2.1916999999982423e-05,2.1692024522282952e-05,robust,DEGRADED,-0.007295497145357155,0.005762938045961029,0.00012784087355146578,154,,,0.07236890643328864,0.059640688076202375,1770134193.568469
251,0.9437605142593384,0.9644026768560492,2.1916999999982423e-05,2.1737019617822848e-05,robust,DEGRADED,-0.005160540649177592,0.004289493128935567,-0.001668268969097042,154,,,0.11166500885009767,0.056261402740661604,1770134193.569757
252,0.9540143013000488,0.9623250017448493,2.3875000000117552e-05,2.216461569428179e-05,robust,DEGRADED,-0.002077675111199939,0.004218270713307888,-0.002260544721633817,154,,,0.1439409536476135,0.04600957369995129,1770134193.5751302
253,0.9791972041130066,0.9656994422184807,2.2833999999916088e-05,2.229849255540865e-05,robust,DEGRADED,0.003374440473631446,0.004349187763680726,-0.0015372894798522329,154,,,0.07306874024218746,0.020825629886993324,1770134193.580389
254,0.9828420281410217,0.9691279594029889,2.250000000003638e-05,2.2338794044334196e-05,robust,DEGRADED,0.0034285171845082063,0.004346483762366278,-0.0015461510495190067,154,,,0.026637604682922422,0.017180471858978308,1770134193.58562
255,0.9688834547996521,0.9690790584823216,2.2167000000017367e-05,2.230443523547083e-05,robust,DEGRADED,-4.890092066733853e-05,0.004344085684980835,-9.683180458104345e-05,154,,,0.06778763359869378,0.031138712200347918,1770134193.5869389
256,0.9584189653396606,0.9669470398537895,2.2916999999900156e-05,2.2426948188356697e-05,robust,DEGRADED,-0.002132018628532073,0.004283071785147955,0.0005088725995480603,154,,,0.09417354298037717,0.041603951660339256,1770134193.5882921
257,0.9795765280723572,0.9694729374975031,2.1625000000025096e-05,2.226655855069038e-05,robust,DEGRADED,0.0025258976437135816,0.004017132021656422,0.0014295871505307645,154,,,0.07727745655841067,0.020445096927642847,1770134193.589586
258,0.9520549774169922,0.9659893454814009,2.2042000000110917e-05,2.2221646840574487e-05,robust,DEGRADED,-0.003483592016102155,0.0037561743849314267,5.798065258404428e-05,154,,,0.025029442645843503,0.04796706458300792,1770134193.590904
259,0.9735636711120605,0.9675042106075329,2.1749999999931546e-05,2.2127317472445898e-05,robust,DEGRADED,0.00151486512613197,0.002304486320213782,-0.00032474975909120297,154,,,0.16025841075897218,0.026458078887939385,1770134193.596063
260,0.978710949420929,0.9697455583702121,2.1583000000102714e-05,2.2018453977977262e-05,robust,DEGRADED,0.0022413477626792577,0.0023252356874866723,0.0001332999775781163,154,,,0.03232617184066777,0.021310633579071148,1770134193.597355
261,0.9889083504676819,0.9735781167897062,2.1708000000009164e-05,2.1956363182383643e-05,robust,DEGRADED,0.0038325584194940365,0.00285719739281798,0.0013262153871833383,154,,,0.057106035068878125,0.011113357532318124,1770134193.598654
262,0.9468953609466553,0.968241565621096,2.1416999999912534e-05,2.1848490545889423e-05,robust,DEGRADED,-0.005336551168610204,0.0021590894933800073,-0.00024627437528141894,154,,,0.08802158059310927,0.05312605605334464,1770134193.599945
263,0.9567229151725769,0.9659378355313922,2.154200000004103e-05,2.1787192436719747e-05,robust,DEGRADED,-0.0023037300897037483,0.0021287129136228016,-1.0301990001737593e-05,154,,,0.055338601932708675,0.04329862682742314,1770134193.6012318
264,0.9767447710037231,0.9680992226258585,2.1333999999928466e-05,2.1696553949361493e-05,robust,DEGRADED,0.0021613870944662272,0.002123745652842679,0.00011900240366511384,154,,,0.04365223609197999,0.023276562996276784,1770134193.6063948
265,0.9716281890869141,0.9688050159180697,2.1125000000177252e-05,2.1582243159524645e-05,robust,DEGRADED,0.0007057932922112098,0.0021173324869241954,-0.00018810849042849576,154,,,0.0986022701568603,0.028392935913086115,1770134193.611555
266,0.9772878885269165,0.9705015904398391,2.133300000006777e-05,2.153239452763327e-05,robust,DEGRADED,0.0016965745217694117,0.002136468593384878,-0.0006153052699734207,154,,,0.05941932075119016,0.022733444473083564,1770134193.61283
267,0.961819589138031,0.9687651901794775,2.1209000000022016e-05,2.1467715622111018e-05,robust,DEGRADED,-0.0017364002603615925,0.002124279160216717,0.0001047249116763016,154,,,0.03271723335684196,0.038201619861969016,1770134193.614111
268,0.9466334581375122,0.9643388437710845,2.1207999999939275e-05,2.141577249767667e-05,robust,DEGRADED,-0.0044263464083930115,0.0023786673052017733,-0.00031979835206155107,154,,,0.021827857593536226,0.05338774986248773,1770134193.615391
269,0.9542544484138489,0.9623219646996374,2.10409999998884e-05,2.1340817998119018e-05,robust,DEGRADED,-0.0020168790714470974,0.003026673709288066,-0.001155451585244216,154,,,0.04534108591098018,0.04576659258615101,1770134193.616666
270,0.9322832822799683,0.9563142282157036,2.0916999999842645e-05,2.1256054398463745e-05,robust,DEGRADED,-0.006007736483933823,0.0045604539655456754,-0.0024981575404732226,154,,,0.046739201877410874,0.06773763472003158,1770134193.617941
271,0.9755581021308899,0.9601630029987409,2.1665999999864738e-05,2.1338043518743945e-05,robust,DEGRADED,0.0038487747830373564,0.004302859530903566,-0.0020677174882196337,154,,,0.10584230807876605,0.024463563869109972,1770134193.623159
272,0.9341602921485901,0.9549624608287108,2.254199999995876e-05,2.157883481498691e-05,robust,DEGRADED,-0.005200542170030076,0.005167414335435585,-0.00276054587015333,154,,,0.07345974864196769,0.06586224985140987,1770134193.6244748
273,0.9518831968307495,0.9543466080291186,2.2417000000052312e-05,2.174646785199999e-05,robust,DEGRADED,-0.0006158527995921981,0.005860922797705073,-0.0019984471483931675,154,,,0.05666895104617309,0.04813922016925054,1770134193.625851
274,0.9600780010223389,0.9554928866277628,2.262499999994283e-05,2.1922174281588562e-05,robust,DEGRADED,0.0011462785986441348,0.005953845817487551,-0.0013658156143749212,154,,,0.049708470489685075,0.039944623977661076,1770134193.627247
275,0.9414089918136597,0.9526761076649423,2.2167000000017367e-05,2.1971139425274325e-05,robust,DEGRADED,-0.0028167789628205098,0.005968502907297507,-0.0007276241101522585,154,,,0.10389792565936284,0.05861317518634035,1770134193.628614
276,0.9112937450408936,0.9443996351401326,2.3457999999809687e-05,2.22685115401814e-05,robust,DEGRADED,-0.008276472524809675,0.0064851804163636685,-0.0031526735717216647,154,,,0.11232446661721807,0.08872971295910625,1770134193.634094
277,0.9496175646781921,0.9454432210477446,2.358299999993818e-05,2.2531409232132758e-05,robust,DEGRADED,0.001043585907611999,0.0061559678657968206,-0.0019038479561932498,154,,,0.04536479814129635,0.0504060183218078,1770134193.635551
278,0.989205539226532,0.9541956846835021,2.1666000000086783e-05,2.2358327385723564e-05,robust,DEGRADED,0.008752463635757546,0.005320103523855776,-3.0184669123300978e-05,154,,,0.029312290931701623,0.010816126773468104,1770134193.641174
279,0.9810152053833008,0.9595595888234619,2.133300000006777e-05,2.2153261908592405e-05,robust,DEGRADED,0.005363904139959796,0.0049406512328460245,0.0008133404391398313,154,,,0.1507888174017027,0.019006127616699287,1770134193.642535
280,0.9746306538581848,0.9625738018304066,2.1791999999853928e-05,2.208100952684471e-05,robust,DEGRADED,0.0030142130069447104,0.00558031764235218,0.0019795388330928754,154,,,0.0713277151262206,0.02539113814181504,1770134193.6438441
281,0.9876899123191833,0.967597023928162,2.145799999997422e-05,2.1956407621470612e-05,robust,DEGRADED,0.005023222097755409,0.006686555585761899,0.0046394777576058924,154,,,0.09907336164129621,0.012331545680816625,1770134193.6451561
282,0.9732837677001953,0.9687343726825688,2.1709000000091905e-05,2.1906926097194872e-05,robust,DEGRADED,0.0011373487544067418,0.007831542109568046,0.004658230326964841,154,,,0.0487289704549867,0.02673794129980478,1770134193.646466
283,0.9716132283210754,0.9693101438102701,2.1708000000009164e-05,2.186714087775773e-05,robust,DEGRADED,0.0005757711277013522,0.008662250354122797,0.003022891825353602,154,,,0.07950352883148182,0.02840847967892457,1770134193.651653
284,0.9863145351409912,0.9727110220764145,2.1792000000075973e-05,2.185211270222138e-05,robust,DEGRADED,0.003400878266144325,0.009648255417163354,0.0026302866505905076,154,,,0.06772525718670663,0.013707256859008865,1770134193.652975
285,0.9692784547805786,0.9720245086172474,2.2042000000110917e-05,2.1890090161799287e-05,robust,DEGRADED,-0.0006865134591670374,0.009976143787819655,0.001890141357368158,154,,,0.08695488382376104,0.030743587219421498,1770134193.65431
286,0.9752138257026672,0.9726623720343314,2.254199999995876e-05,2.202047212943118e-05,robust,DEGRADED,0.0006378634170839392,0.008595210755750248,0.0010130696212338642,154,,,0.028926791786560102,0.024808716297332722,1770134193.655712
287,0.973736584186554,0.9728772144647759,2.2625000000164874e-05,2.214137770357792e-05,robust,DEGRADED,0.00021484243044456175,0.0060956043613999995,0.0008285683564414281,154,,,0.0801959895015869,0.02628604081344621,1770134193.6570811
288,0.9590057730674744,0.9701029261853157,2.237500000012993e-05,2.2188102162888326e-05,robust,DEGRADED,-0.0027742882794602464,0.004298754110137322,0.0001585564750091084,154,,,0.04104314167404177,0.041016601932525765,1770134193.658425
289,0.9700879454612732,0.9700999300405072,2.1792000000075973e-05,2.2108881730325857e-05,robust,DEGRADED,-2.9961448084758757e-06,0.0029944136071933707,-0.0005222184071814517,154,,,0.04332495733642583,0.029933846538726883,1770134193.6597528
290,0.9735824465751648,0.9707964333474387,2.2083000000172603e-05,2.2103705384295206e-05,robust,DEGRADED,0.0006965033069314952,0.00174753326654271,-0.0002456150539617452,154,,,0.07575963586062628,0.026439636424835378,1770134193.661084
291,0.9529702067375183,0.9672311880254547,2.1667000000169523e-05,2.201636430747007e-05,robust,DEGRADED,-0.0035652453219839897,0.0018144803027581144,-0.001086236801775331,154,,,0.05146689220809941,0.04705146026248186,1770134193.6624498
292,0.9761558771133423,0.9690161258430322,2.1792000000075973e-05,2.197149144599125e-05,robust,DEGRADED,0.0017849378175774921,0.0017864081881138066,-0.0007722177243487449,154,,,0.13504654008865358,0.02386591488665779,1770134193.663775
293,0.9574310183525085,0.9666991043449276,2.1666999999947478e-05,2.1910593156782496e-05,robust,DEGRADED,-0.0023170214981046433,0.0021264631089499947,-0.0006807643680776243,154,,,0.05861326227951058,0.0425906486474914,1770134193.665102
294,0.9838555455207825,0.9701303925800986,2.1916999999982423e-05,2.1911874525422484e-05,robust,DEGRADED,0.003431288235171026,0.001984901188770213,6.092507918276091e-06,154,,,0.033812694309234725,0.01616637147921751,1770134193.6664472
295,0.9714057445526123,0.9703854629746014,2.1666999999947478e-05,2.1862899620327484e-05,robust,DEGRADED,0.0002550703945027877,0.001889902056863476,-8.219407456746541e-05,154,,,0.016604702339355626,0.028615922447387643,1770134193.667789
296,0.9265959858894348,0.9616275675575681,2.1916999999982423e-05,2.1873719696258473e-05,robust,DEGRADED,-0.008757895417033312,0.002941981384512963,-0.00112072409357733,154,,,0.06433693534051499,0.07342593111056517,1770134193.6691551
297,0.9435905814170837,0.9580201703294712,2.1792000000075973e-05,2.1857375757021975e-05,robust,DEGRADED,-0.003607397228096887,0.004085729135686204,-0.0021991911027122056,154,,,0.06942261865597521,0.056431210582916336,1770134193.670482
298,0.9681982398033142,0.9600557842242399,2.1625000000025096e-05,2.18109006056226e-05,robust,DEGRADED,0.0020356138947686953,0.004513187874803028,-0.0013286640241375381,154,,,0.10637011902218618,0.031823385196685816,1770134193.671838
299,0.9903950691223145,0.9661236412038549,2.204100000025022e-05,2.1856920484548127e-05,robust,DEGRADED,0.006067856979614983,0.004342164036067322,-0.0008013502752487467,154,,,0.02990967407644618,0.009626971877685797,1770134193.677082
300,0.9998293519020081,0.9728647833434855,2.1875000000282085e-05,2.186053638769492e-05,robust,DEGRADED,0.006741142139630618,0.004606517485760029,0.0004958640737768194,154,,,0.002700165550414635,0.00019252309799222544,1770134193.6788301
301,0.9990929961204529,0.9781104258988791,2.200000000041058e-05,2.1888429110238053e-05,robust,DEGRADED,0.005245642555393615,0.005838009832150393,0.003296571668262205,154,,,0.0036425149843140048,0.0009290038795475297,1770134193.680183
302,0.99824059009552,0.9821364587382073,2.2082999999728514e-05,2.1927343288136147e-05,robust,DEGRADED,0.004026032839328231,0.007353209487353083,0.004823257681747228,154,,,0.0028648883932191893,0.001781492904479709,1770134193.681539
303,0.9984863996505737,0.9854064469206807,2.2332999999985503e-05,2.200847463050602e-05,robust,DEGRADED,0.003269988182473371,0.008854198325739446,0.005070132539288163,154,,,0.0017312442588806043,0.001535933349426255,1770134193.68289
304,0.9970671534538269,0.98773858822731,2.224999999977939e-05,2.2056779704360697e-05,robust,DEGRADED,0.0023321413066292873,0.010249315956158384,0.004322989404691025,154,,,0.0028576354637146473,0.002955096546172875,1770134193.68465
305,0.9990255832672119,0.9899959872352904,2.220799999985701e-05,2.208702376345996e-05,robust,DEGRADED,0.0022573990079803874,0.011504744097054221,0.003426240778360978,154,,,0.0024763971325074685,0.000996624732787943,1770134193.686003
306,0.9997870326042175,0.9919541963090758,2.249999999959229e-05,2.216961901068643e-05,robust,DEGRADED,0.0019582090737854108,0.011782537997944804,0.0027687540820393376,154,,,0.001582655670165689,0.000235467395782063,1770134193.68736
307,0.9992442727088928,0.9934122115890393,2.250000000003638e-05,2.223569520855642e-05,robust,DEGRADED,0.001458015279963476,0.010747627869000883,0.0022551505701663864,154,,,0.0008236411703186342,0.0007782272911072141,1770134193.6888099
308,0.9992368221282959,0.9945771336968906,2.1874999999837996e-05,2.2163556166812736e-05,robust,DEGRADED,0.0011649221078513516,0.008926481180934741,0.0018341373552419825,154,,,0.0013059895137637056,0.0007850528717039396,1770134193.69019
309,0.9978876709938049,0.9952392411562735,2.195900000012685e-05,2.212264493347556e-05,robust,DEGRADED,0.000662107459382888,0.007108419549014153,0.0015001305857927027,154,,,0.004648407760253548,0.002134288006195195,1770134193.691536
310,0.9989539384841919,0.9959821806218572,2.2125000000094985e-05,2.2123115946799445e-05,robust,DEGRADED,0.0007429394655836807,0.005710457227714205,0.0011972386773133614,154,,,0.002332828380401608,0.0010681865158082005,1770134193.692874
311,0.9980328679084778,0.9963923180791813,2.1792000000075973e-05,2.205689275745475e-05,robust,DEGRADED,0.0004101374573241001,0.004605290269649857,0.0008876243540210993,154,,,0.0014599135669555174,0.0019889240915222928,1770134193.694201
312,0.9985331296920776,0.9968204804017606,2.2040999999806132e-05,2.2053714205925026e-05,robust,DEGRADED,0.0004281623225793618,0.0037083071724786387,0.0006816537625442765,154,,,0.005133341033752625,0.0014889113079221694,1770134193.695533
313,0.9982385039329529,0.9971040851079991,2.1832999999915614e-05,2.2009571364723145e-05,robust,DEGRADED,0.00028360470623844947,0.002980239688261548,0.000505390282221696,154,,,0.0016532700346068019,0.0017833290670470348,1770134193.696873
314,0.9972792267799377,0.9971391134423869,2.1541999999818984e-05,2.1916057091742316e-05,robust,DEGRADED,3.502833438784325e-05,0.0022826139080211,0.00037997445722268706,154,,,0.0028771324382934615,0.002742315220062075,1770134193.698217
315,0.9998372197151184,0.9976787346969332,2.145800000041831e-05,2.1824445673477513e-05,robust,DEGRADED,0.0005396212545463186,0.0017453196241419965,0.00033931081501521466,154,,,0.0013146266290586794,0.0001842382848820101,1770134193.699539
316,0.997788667678833,0.9977007212933133,2.120800000016132e-05,2.1701156538814278e-05,robust,DEGRADED,2.198659638008582e-05,0.0013392481206468603,0.0002616806428264118,154,,,0.0006319150278013552,0.0022325403211671535,1770134193.700865
317,0.9984956979751587,0.9978597166296824,2.1250000000083702e-05,2.1610925231068164e-05,robust,DEGRADED,0.00015899533636909435,0.0010440118501097596,0.0002078472455843583,154,,,0.0009185899044190649,0.0015255520248413923,1770134193.702189
318,0.9994630813598633,0.9981803895757186,2.1791999999631884e-05,2.164714018478091e-05,robust,DEGRADED,0.00032067294603621566,0.0008747057606356793,0.00021526089354391155,154,,,0.002254865505035397,0.0005587106401363506,1770134193.703545
319,0.9972181916236877,0.9979879499853125,2.1790999999993232e-05,2.1675912147823373e-05,robust,DEGRADED,-0.0001924395904061571,0.0006868784909232232,0.00016976730858511146,154,,,0.005433127769104207,0.002803599376312249,1770134193.704878
320,0.9985787868499756,0.9981061173582452,2.1333999999928466e-05,2.160752971824439e-05,robust,DEGRADED,0.00011816737293268709,0.0005697048511974107,8.547653226238516e-05,154,,,0.0018543761060789699,0.0014425471500243425,1770134193.7062001
321,0.996810793876648,0.9978470526619257,2.1875000000282085e-05,2.166102377465193e-05,robust,DEGRADED,-0.0002590646963194221,0.0004400379838428523,2.9266273722483584e-05,154,,,0.0017048162384032395,0.003211081123352333,1770134193.70753
322,0.9987202882766724,0.9980216997848752,2.1499999999896602e-05,2.1628819019700866e-05,robust,DEGRADED,0.00017464712294945617,0.0003550029869706361,3.239663103855594e-05,154,,,0.005409215492615083,0.0013012117233275333,1770134193.70886
323,0.9978275299072266,0.9979828658093455,2.1374999999768107e-05,2.1578055215714314e-05,robust,DEGRADED,-3.883397552972845e-05,0.00028248797187830304,-3.9504753274632876e-05,154,,,0.0035544325982970193,0.0021938450927732056,1770134193.710185
324,0.9992207288742065,0.9982304384223177,2.1499999999896602e-05,2.1562444172550775e-05,robust,DEGRADED,0.00024757261297225774,0.00017813402572787446,4.8497687401050096e-05,154,,,0.0036030991744997465,0.0008007711257933536,1770134193.711513
325,0.9988231062889099,0.9983489719956362,2.1625000000025096e-05,2.1574955338045638e-05,robust,DEGRADED,0.00011853357331848002,0.00018578557581421475,4.857092747820868e-05,154,,,0.0012258755455021308,0.001198518711090113,1770134193.712862
326,0.9994496703147888,0.9985691116594667,2.1416000000051838e-05,2.154316427044688e-05,robust,DEGRADED,0.00022013966383049866,0.0002139831469340549,0.00014441179950819283,154,,,0.002038072830566229,0.0005717456852112335,1770134193.714192
327,0.9991925358772278,0.998693796503019,2.1541999999818984e-05,2.15429314163213e-05,robust,DEGRADED,0.00012468484355232512,0.00025705474824034305,0.00013441934362876662,154,,,0.0022551401329038434,0.0008290061227720358,1770134193.715522
328,0.9988427758216858,0.9987235923667523,2.1250000000083702e-05,2.148434513307378e-05,robust,DEGRADED,2.9795863733306227e-05,0.00030140713768873027,0.00014814531148137354,154,,,0.003986178458984302,0.0011784741783142927,1770134193.71724
329,0.9986711740493774,0.9987131087032775,2.195900000012685e-05,2.1579276106484394e-05,robust,DEGRADED,-1.0483663474891713e-05,0.0003162269285356111,9.653405619194366e-05,154,,,0.004350566047851334,0.0013507849506226854,1770134193.7189682
330,0.9977245926856995,0.9985154054997618,2.1292000000006084e-05,2.152182088518873e-05,robust,DEGRADED,-0.0001977032035156423,0.0003118768749227808,3.3286700825119196e-05,154,,,0.0022156820905760988,0.002296699314300543,1770134193.720299
331,0.9978652000427246,0.9983853644083545,2.1542000000263073e-05,2.15258567082036e-05,robust,DEGRADED,-0.00013004109140735132,0.0002600509830313379,-3.6749450222450795e-05,154,,,0.0009921116868896185,0.0021563419572756537,1770134193.721636
332,0.9995116591453552,0.9986106233557547,2.120899999979997e-05,2.1462485366522875e-05,robust,DEGRADED,0.0002252589474002198,0.00022828030286637613,-1.663462945287186e-05,154,,,0.0044746981275634035,0.0005095498546445754,1770134193.722966
333,0.9995877146720886,0.9988060416190215,2.1416000000051838e-05,2.1453188293228668e-05,robust,DEGRADED,0.00019541826326685552,0.0001780216618486638,1.6489850453837996e-05,154,,,0.0019311657257077286,0.0004337013279114288,1770134193.7242959
334,0.9985888004302979,0.9987625933812768,2.1584000000185455e-05,2.1479350634620028e-05,robust,DEGRADED,-4.344823774471429e-05,0.000148798126003833,9.896935599873479e-06,154,,,0.003123854667663295,0.001432783569702334,1770134193.7256398
335,0.9984620213508606,0.9987024789751936,2.1375000000212196e-05,2.145848050773846e-05,robust,DEGRADED,-6.0114406083222605e-05,0.00012136973070343638,3.741469508635742e-05,154,,,0.002495954711731141,0.0015593536491396165,1770134193.7269728
336,0.9976558685302734,0.9984931568862095,2.2125000000094985e-05,2.1591784406209766e-05,robust,DEGRADED,-0.00020932208898405413,0.00012826315659484873,2.1558495571016856e-05,154,,,0.00220473220806916,0.0023662564697266575,1770134193.728312
337,0.998490035533905,0.9984925326157487,2.1666999999947478e-05,2.1606827524957307e-05,robust,DEGRADED,-6.242704608805383e-07,0.0001340015855611508,-2.361814800120321e-05,154,,,0.004927962032501121,0.0015316314660949182,1770134193.729646
338,0.9988605380058289,0.9985661336937648,2.1332999999845725e-05,2.155206201993499e-05,robust,DEGRADED,7.360107801612781e-05,0.0001301573536272033,-4.798158505134875e-05,154,,,0.003285573650360085,0.0011607949941709883,1770134193.7309802
339,0.9993487596511841,0.9987226588852487,2.1166000000238938e-05,2.147484961599578e-05,robust,DEGRADED,0.00015652519148390276,0.00013098139536871627,-7.986899205625343e-06,154,,,0.0013835006448670306,0.0006724063488161569,1770134193.732312
340,0.998613178730011,0.9987007628542013,2.145799999997422e-05,2.1471479692791468e-05,robust,DEGRADED,-2.1896031047408115e-05,0.00013000375757239298,-3.43224198462444e-07,154,,,0.006054298423400883,0.001408279269988988,1770134193.7336478
341,0.9978238940238953,0.9985253890881401,2.1499999999896602e-05,2.1477183754212497e-05,robust,DEGRADED,-0.00017537376606113764,0.00010943515275977874,6.446440386120855e-06,154,,,0.0020432458532408937,0.002197605976104633,1770134193.735017
342,0.9996329545974731,0.9987469021900067,2.1374999999768107e-05,2.145674700332362e-05,robust,DEGRADED,0.00022151310186657724,0.00011355567259286392,5.087391485161241e-05,154,,,0.006389860759551613,0.0003884204025266236,1770134193.736758
343,0.9979617595672607,0.9985898736654576,2.1541000000180333e-05,2.1473597602694966e-05,robust,DEGRADED,-0.00015702852454912986,0.00010215113960882865,4.7479943385608795e-06,154,,,0.0027270547334592443,0.002059781432739438,1770134193.7381089
344,0.9995104670524597,0.998773992342858,2.1250000000083702e-05,2.1428878082172713e-05,robust,DEGRADED,0.00018411867740042442,0.00010367385912745176,1.0266691521865211e-05,154,,,0.0035872619436339015,0.0005107829475403669,1770134193.7394502
345,0.9996243119239807,0.9989440562590826,2.120800000016132e-05,2.1384702465770435e-05,robust,DEGRADED,0.00017006391622453876,0.00013941097084270977,4.865868097625459e-05,154,,,0.002243040622528447,0.00039689607601944843,1770134193.7407842
346,0.9976031184196472,0.9986758686911955,2.1499999999896602e-05,2.140776197259567e-05,robust,DEGRADED,-0.000268187567887046,0.00012847516124250418,3.009592061107291e-05,154,,,0.004598568160827821,0.00241838158035268,1770134193.742124
347,0.9994469285011292,0.9988300806531824,2.1416000000051838e-05,2.1409409578086905e-05,robust,DEGRADED,0.00015421196198683873,0.00012050688148403991,1.663569263512521e-05,154,,,0.0034998883251038393,0.0005744874988709014,1770134193.743469
348,0.9988587498664856,0.9988358144958431,2.1874999999837996e-05,2.1502527662437126e-05,robust,DEGRADED,5.733842660782251e-06,0.00011592572840488385,4.918816607710763e-05,154,,,0.005795000381469517,0.0011631251335142423,1770134193.744809
349,0.9988119006156921,0.9988310317198129,2.1374999999768107e-05,2.1477022129903322e-05,robust,DEGRADED,-4.7827760302210365e-06,0.0001193242590591554,1.140787539097854e-05,154,,,0.00343202226257322,0.0012094743843076294,1770134193.746149
350,0.9990597367286682,0.9988767727215839,2.1124999999955207e-05,2.1406617703913703e-05,robust,DEGRADED,4.574100177101581e-05,0.00012432183449243296,-1.3456707499726051e-05,154,,,0.0035511063196103088,0.0009613882713317423,1770134193.747492
351,0.9988476037979126,0.9988709389368498,2.1375000000212196e-05,2.1400294163173402e-05,robust,DEGRADED,-5.833784734177172e-06,9.890685622992558e-05,3.9014049130847715e-05,154,,,0.005482564647491195,0.0011737712020876145,1770134193.748866
352,0.9990988969802856,0.998916530545537,2.1250000000083702e-05,2.1370235330555465e-05,robust,DEGRADED,4.559160868722323e-05,0.00010322071703928063,1.7289978470924615e-05,154,,,0.0016050559002076525,0.0009223530197144392,1770134193.750209
353,0.9992938041687012,0.9989919852701699,2.1374999999768107e-05,2.1371188264397994e-05,robust,DEGRADED,7.545472463288405e-05,8.451215020414123e-05,3.1234154865344974e-05,154,,,0.002564941913604457,0.0007275708312985962,1770134193.751559
354,0.9993729591369629,0.9990681800435286,2.1374999999768107e-05,2.137195061147202e-05,robust,DEGRADED,7.619477335873981e-05,0.0001009079695413214,4.7429664743137145e-05,154,,,0.004761307445709129,0.0006484158630368775,1770134193.752906
355,0.9988961815834045,0.9990337803515038,2.1375000000212196e-05,2.1372560489220054e-05,robust,DEGRADED,-3.43996920247891e-05,0.00010946412323908973,3.140152598397616e-05,154,,,0.004526655773162691,0.0011251934165956712,1770134193.754254
