step,reliability,smoothed_reliability,latency,smoothed_latency,active_model,controller_state,deriv,rolling_vol,mean_deriv,predicted_degradation_step,actual_degradation_step,lead_time,fast_J,robust_J,timestamp
114,0.999555230140686,0.9995433116768405,2.2874999999977774e-05,2.2958104066935048e-05,fast,STABLE,2.9796159615180784e-06,7.708857614455533e-05,-3.2875999953341226e-05,,,,0.0004676448593139426,0.00018300519198599652,1770134193.356102
115,0.9995299577713013,0.9995406408957327,2.2458000000113998e-05,2.2858083253570837e-05,fast,STABLE,-2.67078110782748e-06,8.505730279029492e-05,-3.699148904960925e-05,,,,0.0004925002286988445,9.16674808348894e-05,1770134193.3576698
116,0.9998048543930054,0.9995934835951873,2.262499999994283e-05,2.2811466602845238e-05,fast,STABLE,5.284269945460274e-05,8.741606131168227e-05,-3.145762452827494e-05,,,,0.00021777060699457174,6.857029724116614e-05,1770134193.358851
117,0.9996271133422852,0.9996002095446069,2.2791999999993706e-05,2.280757328227493e-05,fast,STABLE,6.725949419639221e-06,8.86972961582983e-05,-3.5306041791804965e-05,,,,0.00039567865771483746,0.00020016553897095335,1770134193.360034
118,0.9996950030326843,0.9996191682422225,2.2832999999833348e-05,2.2812658625786614e-05,fast,STABLE,1.895869761558977e-05,8.729978887532049e-05,1.5767236268704464e-05,,,,0.0003278299673155072,7.78148078919294e-05,1770134193.361213
119,0.999686062335968,0.9996325470609717,2.2541000000098066e-05,2.2758326900648906e-05,fast,STABLE,1.3378818749187893e-05,8.431512110606275e-05,1.784707682623843e-05,,,,0.0003364786640320805,0.00023206583786006263,1770134193.362391
120,0.9996641278266907,0.9996388632141155,2.250000000003638e-05,2.2706661520526402e-05,fast,STABLE,6.3161531438371554e-06,7.853226999465078e-05,1.9644463676571355e-05,,,,0.00035837217330936255,0.00016595826358045684,1770134193.36357
121,0.9992279410362244,0.9995566787785374,2.266699999986521e-05,2.2698729216394166e-05,fast,STABLE,-8.218443557816979e-05,6.798117525216163e-05,-7.36096332998315e-06,,,,0.0007947259637755,0.00025565167254648635,1770134193.364774
122,0.9996879696846008,0.9995829369597502,2.250000000003638e-05,2.265898337312261e-05,fast,STABLE,2.625818121282375e-05,3.62486193252255e-05,-3.454516971346244e-06,,,,0.0003345303153992063,0.00018482374990846928,1770134193.365961
123,0.9995648860931396,0.9995793267864281,2.2542000000180806e-05,2.2635586698534247e-05,fast,STABLE,-3.610173322066146e-06,3.322466249852677e-05,-7.968291158877428e-06,,,,0.00045765590686053237,0.00027911150723269884,1770134193.3671439
124,0.999331533908844,0.9995297682109114,2.2709000000009638e-05,2.2650269358829327e-05,fast,STABLE,-4.955857551669496e-05,3.5261518695186195e-05,-2.0555770012054e-05,,,,0.0006911750911560155,0.00010618082809443763,1770134193.368334
125,0.999405562877655,0.9995049271442602,2.2374999999907885e-05,2.259521548704504e-05,fast,STABLE,-2.4841066651237753e-05,4.113255055068475e-05,-2.6787213971068978e-05,,,,0.0006168121223448786,0.0001961428417052158,1770134193.3695202
126,0.9997361302375793,0.9995511677629241,2.237500000012993e-05,2.255117238966202e-05,fast,STABLE,4.624061866387308e-05,4.208340463812493e-05,-1.1022031226604057e-06,,,,0.0002862447624207842,0.00010417187481692736,1770134193.3711
127,0.9999287128448486,0.999626676779309,2.2832999999833348e-05,2.2607537911696284e-05,fast,STABLE,7.550901638497809e-05,4.408366878080333e-05,8.747963911770463e-06,,,,9.412015515120054e-05,0.00024468997610482823,1770134193.3723352
128,0.9997042417526245,0.9996421897739722,2.312500000001272e-05,2.271103032935957e-05,fast,STABLE,1.5512994663180457e-05,4.648929006099831e-05,1.2572597508819783e-05,,,,0.000318883247375501,0.00015154552096552365,1770134193.373923
129,0.9999209046363831,0.9996979327464545,2.3207999999996787e-05,2.2810424263487013e-05,fast,STABLE,5.5742972482231146e-05,5.634039539301092e-05,3.3632907108605006e-05,,,,0.00010230336361694015,6.376548385622627e-05,1770134193.375128
130,0.9996523857116699,0.9996888233394976,2.2999999999884224e-05,2.2848339410766455e-05,fast,STABLE,-9.109406956864241e-06,6.22628627429445e-05,3.677923904747971e-05,,,,0.00037061428832996235,0.0004469403497620039,1770134193.3763268
131,0.9993142485618591,0.9996139083839699,2.2874999999977774e-05,2.285367152860872e-05,fast,STABLE,-7.4914955527694e-05,6.099898988695206e-05,1.2548124209166289e-05,,,,0.0007086264381408469,9.53255270081943e-05,1770134193.377534
132,0.9995027780532837,0.9995916823178328,2.304200000002865e-05,2.289133722289271e-05,fast,STABLE,-2.2226066137109868e-05,6.078508955966061e-05,-6.9988922952513025e-06,,,,0.0005202639467163372,0.00024632872009267004,1770134193.378738
133,0.999424159526825,0.9995581777596313,2.2999999999884224e-05,2.2913069778291014e-05,fast,STABLE,-3.3504558201502554e-05,6.191683261759933e-05,-1.6802402868187906e-05,,,,0.000598840473174933,0.00014381452178935383,1770134193.3799329
134,0.9995644688606262,0.9995594359798303,2.304099999994591e-05,2.2938655822621994e-05,fast,STABLE,1.2582201990296582e-06,5.910218549835463e-05,-2.7699353324828203e-05,,,,0.0004585721393737252,0.00011676582699582383,1770134193.381165
135,0.999957263469696,0.9996390014778036,2.2916999999900156e-05,2.2934324658077627e-05,fast,STABLE,7.956549797327739e-05,4.967789200716878e-05,-9.964372338799876e-06,,,,6.565353030385523e-05,0.00010996510678085158,1770134193.3823712
136,0.99991774559021,0.9996947503002849,2.2957999999961842e-05,2.2939059726454473e-05,fast,STABLE,5.574882248127189e-05,4.935319943454708e-05,1.61683832629933e-05,,,,0.0001052124097900009,0.00017295516986082227,1770134193.3835762
137,0.9995912313461304,0.999674046509454,2.2791999999993706e-05,2.2909647781162322e-05,fast,STABLE,-2.070379083085605e-05,5.093414727158166e-05,1.6472838324244066e-05,,,,0.0004315606538696226,4.9418369110210136e-05,1770134193.385189
138,0.9997552037239075,0.9996902779523448,2.2417000000052312e-05,2.2811118224940324e-05,fast,STABLE,1.6231442890757286e-05,5.3497573362425287e-05,2.6420038542696034e-05,,,,0.0002672132760925816,0.00016091526412953527,1770134193.3867898
139,0.9999151229858398,0.9997352469590438,2.274999999984928e-05,2.2798894579922117e-05,fast,STABLE,4.496900669903603e-05,5.842642508202354e-05,3.516219584269731e-05,,,,0.00010762701416000553,0.00015628779965193296,1770134193.38803
140,0.9998198747634888,0.9997521725199329,2.300000000010627e-05,2.2839115663958947e-05,fast,STABLE,1.692556088905839e-05,6.584795052373716e-05,2.2634208425853508e-05,,,,0.00020312523651133674,0.00017593563461315576,1770134193.3892841
141,0.9998050928115845,0.9997627565782632,2.3124999999790674e-05,2.2896292531125292e-05,fast,STABLE,1.0584058330320723e-05,7.231624157563527e-05,1.3601255595663276e-05,,,,0.00021803218841531802,0.00018594921493542138,1770134193.3905432
142,0.99956876039505,0.9997239573416206,2.3207999999996787e-05,2.295863402489959e-05,fast,STABLE,-3.879923664262819e-05,6.960424816410978e-05,9.982166433308848e-06,,,,0.00045444760494994796,0.0001514263116761949,1770134193.391787
143,0.999512255191803,0.999681616911657,2.300000000010627e-05,2.296690721994093e-05,fast,STABLE,-4.234042996353882e-05,5.686561884596732e-05,-1.7322081375503729e-06,,,,0.0005107448081971278,0.00012155180322270809,1770134193.3930528
144,0.9998766779899597,0.9997206291273176,2.2957999999961842e-05,2.2965125775945114e-05,fast,STABLE,3.901221566060542e-05,3.6334938099008e-05,-2.9235663452364946e-06,,,,0.00014628001004024505,6.151232128903672e-05,1770134193.394291
145,0.9997970461845398,0.9997359125387622,2.300000000010627e-05,2.2972100620777345e-05,fast,STABLE,1.5283411444522166e-05,2.8963557928339166e-05,-3.251996234143739e-06,,,,0.00022595381546031135,0.00019403081875601913,1770134193.395929
146,0.9996557831764221,0.9997198866662942,2.2666000000004516e-05,2.2910880496622783e-05,fast,STABLE,-1.6025872467961833e-05,2.7985899887628116e-05,-8.573982393800251e-06,,,,0.0003668828235778854,0.0003555606386107524,1770134193.397175
147,0.9994643926620483,0.9996687878654451,2.354200000009854e-05,2.3037104397317935e-05,fast,STABLE,-5.1098800849080916e-05,2.8873209448062324e-05,-1.1033895235090795e-05,,,,0.0005591493379517587,0.00034531343041988016,1770134193.398431
148,0.9997612833976746,0.9996872869718911,2.2957999999961842e-05,2.3021283517846717e-05,fast,STABLE,1.8499106446023816e-05,2.9184297496682732e-05,1.1340120468217307e-06,,,,0.0002616746023254013,0.00015493140429678753,1770134193.3996952
149,0.9997844696044922,0.9997067234984114,2.316599999985236e-05,2.305022681424785e-05,fast,STABLE,1.9436526520255626e-05,2.8831682015785717e-05,-2.7811257812482283e-06,,,,0.00023869639550766486,0.00011617557125864764,1770134193.401325
150,0.9468448758125305,0.9891343539612352,2.312500000001272e-05,2.3065181451400824e-05,fast,STABLE,-0.010572369537176218,0.0031733870971291035,-0.0021203117155053964,,,,0.053178249187469495,0.04355568428820811,1770134193.402573
151,0.9333465695381165,0.9779767970766114,2.3250000000141213e-05,2.3102145161148906e-05,fast,STABLE,-0.01115755688462372,0.006925075896541354,-0.004348617917936548,,,,0.06667668046188369,0.015501803317840679,1770134193.403828
152,0.9108757376670837,0.964556585194706,2.2458000000113998e-05,2.2973316128941924e-05,fast,STABLE,-0.013420211881905453,0.011679741855815667,-0.007022440534147823,,,,0.08914672033291637,0.017250276386260976,1770134193.409004
153,0.8898766040802002,0.9496205889718049,2.2959000000044583e-05,2.2970452903162458e-05,fast,STABLE,-0.014935996222901093,0.017165555975389876,-0.010013339600017246,,,,0.11014635491979985,0.024709863075256466,1770134193.4102662
154,0.9095681309700012,0.9416100973714443,2.2916999999900156e-05,2.295976232251e-05,fast,PREEMPTIVE_DEGRADED,-0.008010491600360603,0.021489622625143246,-0.011619325225393417,154,,,0.09045478602999868,0.06592844189071645,1770134193.4115279
155,0.9243026971817017,0.9381486173334959,2.2999999999884224e-05,2.2967809857984848e-05,fast,PREEMPTIVE_DEGRADED,-0.003461480037948439,0.024216883713782878,-0.010197147325547861,154,,,0.07572030281829822,0.08839037406503292,1770134193.412769
156,0.9486983418464661,0.94025856223609,2.2667000000087256e-05,2.290764788640533e-05,fast,PREEMPTIVE_DEGRADED,0.0021099449025940853,0.02494754908058343,-0.007543646968104301,154,,,0.05132432515353402,0.019668443848022577,1770134193.413962
157,0.8824190497398376,0.9286906597368395,2.2874999999977774e-05,2.290111830911982e-05,fast,PREEMPTIVE_DEGRADED,-0.011567902499250438,0.025595833408780497,-0.007173185091573298,154,,,0.11760382526016233,0.02354345399093627,1770134193.415159
158,0.9498019814491272,0.932912924079297,2.2625000000164874e-05,2.2845894647328834e-05,fast,PREEMPTIVE_DEGRADED,0.004222264342457538,0.0237838550323322,-0.0033415329785015714,154,,,0.05022064355087297,0.014950222167602556,1770134193.416348
159,0.9015772342681885,0.9266457861170754,2.2584000000103188e-05,2.2793515717883705e-05,fast,PREEMPTIVE_DEGRADED,-0.006267137962221669,0.020279408024036123,-0.0029928622508737846,154,,,0.09844534973181163,0.028690738090515033,1770134193.41754
160,0.9430311918258667,0.9299228672588337,2.3874999999895508e-05,2.300981257428607e-05,fast,PREEMPTIVE_DEGRADED,0.003277081141758287,0.015842488299098935,-0.0016451500149324394,154,,,0.056992683174133196,0.03259260460281377,1770134193.418793
161,0.9824563264846802,0.940429559104003,2.908299999981878e-05,2.422445005939261e-05,fast,PREEMPTIVE_DEGRADED,0.010506691845169391,0.010745580790385881,3.419937358262182e-05,154,,,0.017572756515319643,0.04998180341357439,1770134193.420305
162,0.9214917421340942,0.9366419957100214,2.670800000004192e-05,2.4721160047522476e-05,fast,PREEMPTIVE_DEGRADED,-0.0037875633939816744,0.006669220282074284,0.0015902671946363745,154,,,0.0785349658659058,0.025676328762420653,1770134193.425736
163,0.9389936327934265,0.9371123231267025,2.366599999992225e-05,2.4510128038002432e-05,fast,PREEMPTIVE_DEGRADED,0.00047032741668107114,0.005070190864902236,0.0008398798094810811,154,,,0.06103003320657341,0.02293612945138568,1770134193.426997
164,0.910772979259491,0.9318444543532602,2.3457999999809687e-05,2.4299702430363887e-05,fast,PREEMPTIVE_DEGRADED,-0.005267868773442208,0.004673662340447716,0.0010397336472369734,154,,,0.08925047874050884,0.02458046718215945,1770134193.428201
165,0.8644961714744568,0.9183747977774996,2.2874999999977774e-05,2.4014761944286664e-05,robust,DEGRADED,-0.013469656575760602,0.006454298980607842,-0.0023096138962668046,154,,,0.1355267035255432,0.020457167484466465,1770134193.429425
166,0.9284857511520386,0.9203969884524075,2.1000000000048757e-05,2.3411809555439083e-05,robust,DEGRADED,0.002022190674907831,0.006743996061174585,-0.004006514130319117,154,,,0.04612679433840938,0.07153524884796147,1770134193.430633
167,0.9672096371650696,0.92975951819494,2.1124999999955207e-05,2.295444764434231e-05,robust,DEGRADED,0.009362529742532488,0.00672613289309226,-0.001376495503016284,154,,,0.0410892645527039,0.032811487834930375,1770134193.4318552
168,0.9939714074134827,0.9426018960386485,2.1416999999912534e-05,2.2646958115456358e-05,robust,DEGRADED,0.012842377843708563,0.007651879730542171,0.0010979145823892145,154,,,0.055962722400665355,0.0060500095865172465,1770134193.4330869
169,0.9427083134651184,0.9426231795239426,2.1167000000099634e-05,2.2350966492385016e-05,robust,DEGRADED,2.1283485294065763e-05,0.008149873112753213,0.0021557450341364694,154,,,0.04337854314459233,0.05731285353488169,1770134193.434284
170,0.9731488227844238,0.9487283081760388,2.1374999999990152e-05,2.2155773193906043e-05,robust,DEGRADED,0.006105128652096226,0.009315849977539077,0.006070702079707835,154,,,0.11270495471536246,0.026872552215576162,1770134193.435476
171,0.9707919359207153,0.9531410337249742,2.2250000000001435e-05,2.2174618555125124e-05,robust,DEGRADED,0.004412725548935348,0.010747510327635634,0.006548809054513338,154,,,0.018577434570495654,0.02923031407928467,1770134193.441008
172,0.983164370059967,0.9591457009919728,2.1666000000086783e-05,2.207289484411746e-05,robust,DEGRADED,0.0060046672669986645,0.012783772087806938,0.005877236559406573,154,,,0.022485921825408983,0.016857295940033046,1770134193.442386
173,0.9969719052314758,0.9667109418398735,2.1832999999915614e-05,2.2024915875277092e-05,robust,DEGRADED,0.007565240847900667,0.015323513826363986,0.004821809160244994,154,,,0.030568001819793578,0.0030499277685240855,1770134193.4436421
174,0.9824411273002625,0.9698569789319513,2.1583000000102714e-05,2.193653270024222e-05,robust,DEGRADED,0.0031460370920778358,0.0171091046405479,0.005446759881601748,154,,,0.03249458538073746,0.01758045569973765,1770134193.444889
175,0.9600909352302551,0.9679037701916121,2.154200000004103e-05,2.1857626160201984e-05,robust,DEGRADED,-0.0019532087403392184,0.01576171544538372,0.0038350924031146593,154,,,0.06235856259899908,0.039930606769744914,1770134193.4461272
176,0.9513660669326782,0.9645962295398254,2.1500000000118646e-05,2.178610092818532e-05,robust,DEGRADED,-0.0033075406517867334,0.012720044372576088,0.002291039162970243,154,,,0.1005545196918336,0.048655433067321896,1770134193.447336
177,0.9405089616775513,0.9597787759673706,2.1374999999990152e-05,2.1703880742546286e-05,robust,DEGRADED,-0.004817453572454777,0.009712096258412654,0.00012661499507955477,154,,,0.06523758615093977,0.05951241332244872,1770134193.448538
178,0.9629226326942444,0.9604075473127454,2.158299999988067e-05,2.1679704594013167e-05,robust,DEGRADED,0.0006287713453747568,0.008353054447742913,-0.0012606789054256274,154,,,0.0711166482883605,0.037098950305755496,1770134193.4497821
179,0.9651319980621338,0.9613524374626231,2.7541999999991518e-05,2.285216367520884e-05,robust,DEGRADED,0.0009448901498777529,0.006238234043203746,-0.001700908293865644,154,,,0.04314706665783685,0.0348955439378662,1770134193.455092
180,0.9854322075843811,0.9661683914869748,2.1625000000025096e-05,2.260673094017209e-05,robust,DEGRADED,0.004815954024351643,0.004787496618387544,-0.00034707574092747163,154,,,0.08759190205783085,0.014589417415618922,1770134193.456404
181,0.9498994946479797,0.9629146121191758,2.1374999999990152e-05,2.2360384752135702e-05,robust,DEGRADED,-0.0032537793677989146,0.0035254918807658938,-0.00033632348412990785,154,,,0.05426283869915771,0.050121880352020254,1770134193.457621
182,0.9697583317756653,0.9642833560504738,2.1624999999803052e-05,2.221330780166917e-05,robust,DEGRADED,0.0013687439312979333,0.003152207623512158,0.0009009160166206342,154,,,0.0584971712686464,0.03026329322433452,1770134193.4588318
183,0.9859281778335571,0.9686123204070904,2.1415999999829793e-05,2.2053846241301297e-05,robust,DEGRADED,0.004328964356616671,0.0033379042509693855,0.0016409546188690173,154,,,0.1252359850004272,0.014093238166442701,1770134193.460038
184,0.9913471341133118,0.9731592831483348,2.1374999999990152e-05,2.191807699303907e-05,robust,DEGRADED,0.004546962741244331,0.003950113518848223,0.002361369137142333,154,,,0.020792315681274598,0.008674240886688223,1770134193.4651809
185,0.9908468723297119,0.9766968009846103,2.133300000006777e-05,2.180106159444481e-05,robust,DEGRADED,0.003537517836275539,0.005273834656194021,0.002105681899527112,154,,,0.007035498271759089,0.009174460670288154,1770134193.466393
186,0.9675897359848022,0.9748753879846488,2.1625000000025096e-05,2.1765849275560866e-05,robust,DEGRADED,-0.0018214129999615247,0.0059037529879436106,0.00239215517309459,154,,,0.01534706317175294,0.03243188901519778,1770134193.4676301
187,0.9824000597000122,0.9763803223277215,2.154200000004103e-05,2.17210794204569e-05,robust,DEGRADED,0.0015049343430727502,0.006021962972055344,0.0024193932554495536,154,,,0.04594639903222664,0.017621482299987834,1770134193.468891
188,0.9817731380462646,0.9774588854714302,2.183300000013766e-05,2.174346353639305e-05,robust,DEGRADED,0.0010785631437086884,0.005906347258032367,0.001769313012867957,154,,,0.11380421955108644,0.01824869495373549,1770134193.470134
189,0.9405226111412048,0.9700716306053851,5.616700000010688e-05,2.862817082913582e-05,robust,DEGRADED,-0.007387254866045079,0.005129866583834692,-0.0006175305085899252,154,,,0.052220802406311106,0.05953355585879527,1770134193.471387
190,0.9604389071464539,0.9681450859135989,2.250000000003638e-05,2.7402536663315935e-05,robust,DEGRADED,-0.001926544691786214,0.004973179782447054,-0.0017103430142022757,154,,,0.044074953628357116,0.03958359285354618,1770134193.472695
191,0.974814772605896,0.9694790232520584,2.195800000004411e-05,2.6313629330661572e-05,robust,DEGRADED,0.0013339373384594344,0.004201731080573043,-0.001079272946518084,154,,,0.03543061290341187,0.025207185394104048,1770134193.473957
192,0.9738130569458008,0.9703458299908069,2.183300000013766e-05,2.5417503464556792e-05,robust,DEGRADED,0.0008668067387485046,0.003421632948447697,-0.001206898467382933,154,,,0.08040239582824693,0.026208776054199356,1770134193.4752069
193,0.9819377660751343,0.9726642172076724,2.187500000006004e-05,2.4709002771657442e-05,robust,DEGRADED,0.002318387216865503,0.0031648832724541906,-0.0009589336527515702,154,,,0.05360522644406118,0.018084108924865783,1770134193.480392
194,0.9726909399032593,0.9726695617467898,2.195900000012685e-05,2.4159002217351327e-05,robust,DEGRADED,5.344539117380087e-06,0.003164709006610675,0.0005195862282809216,154,,,0.03997400860250844,0.02733101909674085,1770134193.481645
195,0.9234176278114319,0.9628191749597182,2.212499999987294e-05,2.3752201773855652e-05,robust,DEGRADED,-0.009850386787071508,0.00409280372178237,-0.001065182190776137,154,,,0.06982922826367188,0.07660449718856799,1770134193.483435
196,0.9823436737060547,0.9667240747089856,2.158399999996341e-05,2.3318561419077205e-05,robust,DEGRADED,0.003904899749267332,0.004148904571405309,-0.0005509897086145576,154,,,0.01147425470315544,0.017677910293945276,1770134193.484708
197,0.9796261787414551,0.9693044955154795,2.1333999999928466e-05,2.292164913524746e-05,robust,DEGRADED,0.0025804208064938994,0.003694130285181254,-0.00020826689506547869,154,,,0.059629868984405476,0.02039515525854485,1770134193.4898748
198,0.981002688407898,0.9716441340939632,2.1124999999955207e-05,2.2562319308189012e-05,robust,DEGRADED,0.002339638578483738,0.0028245922634381193,-0.00020401662274183163,154,,,0.00983797162265021,0.019018436592102006,1770134193.4911098
199,0.9949266314506531,0.9763006335653013,2.3124999999790674e-05,2.2674855446509345e-05,robust,DEGRADED,0.00465649947133806,0.003510501817900911,0.0007262143637023044,154,,,0.05467780144537371,0.0050964935493467145,1770134193.4923398
200,0.9813107252120972,0.9773026518946605,2.1625000000025096e-05,2.2464884357212495e-05,robust,DEGRADED,0.0010020183293592,0.004056622965336381,0.002896695386988446,154,,,0.0864089711380005,0.018710899787902857,1770134193.49359
201,0.9496889710426331,0.971779915724255,2.1416999999912534e-05,2.2255307485752503e-05,robust,DEGRADED,-0.00552273617040544,0.004033246497352258,0.0010111682030538916,154,,,0.0434596464614867,0.050332445957366856,1770134193.49481
202,0.9754197001457214,0.9725078726085484,2.1749999999931546e-05,2.2154245988588313e-05,robust,DEGRADED,0.0007279568842933903,0.00404198974154193,0.0006406754186137897,154,,,0.03678783675784314,0.024602049854278496,1770134193.496036
203,0.9805830717086792,0.9741229124285746,2.1833999999998355e-05,2.2090196790870322e-05,robust,DEGRADED,0.0016150398200261984,0.004111723225196819,0.0004957556669222818,154,,,0.039222561264404376,0.0194387622913208,1770134193.5012128
204,0.9384388327598572,0.9669860964948311,2.1541999999818984e-05,2.198055743266006e-05,robust,DEGRADED,-0.00713681593374349,0.004301620138800269,-0.0018629074140940282,154,,,0.07199553738021858,0.06158270924014264,1770134193.502445
205,0.9716688394546509,0.9679226450867952,2.1540999999958288e-05,2.1892645946119706e-05,robust,DEGRADED,0.0009365485919640149,0.0035425638135499118,-0.0018760013615730653,154,,,0.034105568138305786,0.02835270154534908,1770134193.503669
206,0.9553112387657166,0.9654003638225794,2.366700000000499e-05,2.2247516756896763e-05,robust,DEGRADED,-0.00252228126421572,0.0037364602983326408,-0.0012759103803351214,154,,,0.035816169189819336,0.04471242823428345,1770134193.504962
207,0.9266647100448608,0.9576532330670358,2.199999999996649e-05,2.219801340551071e-05,robust,DEGRADED,-0.007747130755543674,0.005558071181670368,-0.0029709279083025343,154,,,0.055919459312439024,0.07335728995513913,1770134193.506312
208,0.987500011920929,0.9636225888378145,2.170899999986986e-05,2.2100210724382542e-05,robust,DEGRADED,0.005969355770778728,0.005857089265894252,-0.0021000647181520283,154,,,0.035301051475341794,0.012521697079070915,1770134193.507572
209,0.9771292805671692,0.9663239271836855,2.1667000000169523e-05,2.2013568579539937e-05,robust,DEGRADED,0.0027013383458710516,0.005423510446607156,-0.00013243386222911991,154,,,0.09555264506512451,0.02289238643283098,1770134193.5088441
210,0.9894332885742188,0.9709457994617923,2.1749999999931546e-05,2.1960854863618258e-05,robust,DEGRADED,0.004621872278106731,0.004656686244748767,0.0006046308749994234,154,,,0.05196106273651124,0.010588461425781182,1770134193.510092
211,0.9242275357246399,0.9616021467143618,2.1499999999896602e-05,2.186868389087393e-05,robust,DEGRADED,-0.009343652747430431,0.004770396375516834,-0.0007596434216435189,154,,,0.05935940626925662,0.07579396427536,1770134193.511331
212,0.9492474794387817,0.9591312132592459,2.145900000005696e-05,2.1786747112710535e-05,robust,DEGRADED,-0.0024709334551159534,0.004831798666969241,0.0002955960384420253,154,,,0.060118358001892025,0.05077397956121832,1770134193.5125709
213,0.9702850580215454,0.9613619822117059,2.1374999999990152e-05,2.170439769016646e-05,robust,DEGRADED,0.002230768952459994,0.003957995278993896,-0.00045212132522172156,154,,,0.03866085890597537,0.02973631697845458,1770134193.513831
214,0.9514617919921875,0.9593819441678022,2.141700000013458e-05,2.1646918152160084e-05,robust,DEGRADED,-0.0019800380439036758,0.004058687022775527,-0.001388396603176667,154,,,0.04684877837734991,0.048559625007812635,1770134193.515069
215,0.9745306372642517,0.9624116827870921,2.1500000000118646e-05,2.1617534521751798e-05,robust,DEGRADED,0.003029738619289901,0.003761565887455285,-0.001706823334940033,154,,,0.03232785258465576,0.02549086273574841,1770134193.520245
216,0.9971081018447876,0.9693509665986312,2.2374999999907885e-05,2.1769027617383018e-05,robust,DEGRADED,0.0069392838115390765,0.004197818336998304,0.0015497639768538684,154,,,0.0848883258590698,0.0029142731552123102,1770134193.521517
217,0.9573749303817749,0.96695575935526,2.1666999999947478e-05,2.174862209389591e-05,robust,DEGRADED,-0.002395207243371167,0.003889746790010004,0.0015649092192028258,154,,,0.052333597789581354,0.042646736618225045,1770134193.522778
218,0.9565632939338684,0.9648772662709818,2.154200000004103e-05,2.1707297675124937e-05,robust,DEGRADED,-0.00207849308427821,0.0038922746025808787,0.0007030568118551849,154,,,0.08425205785751344,0.04345824806613163,1770134193.524023
219,0.9741047024726868,0.9667227535113229,2.1290999999923343e-05,2.162403814008462e-05,robust,DEGRADED,0.0018454872403410594,0.003915456468563248,0.001468161868704132,154,,,0.0415217872737732,0.025916588527313156,1770134193.525277
220,0.9811975359916687,0.969617710007392,2.116699999987759e-05,2.1532630512043214e-05,robust,DEGRADED,0.00289495649606919,0.00370370547198744,0.0014412054440599898,154,,,0.09443108330154426,0.018823631008331176,1770134193.526519
221,0.9341838955879211,0.962530947123498,2.1416000000051838e-05,2.150930440964494e-05,robust,DEGRADED,-0.007086762883894093,0.0036501223714382313,-0.0013640038950266443,154,,,0.04815879265557865,0.06583752041207891,1770134193.5277572
222,0.9679487347602844,0.9636145046508553,2.133400000015051e-05,2.1474243527746052e-05,robust,DEGRADED,0.0010835575273573372,0.0032491120284348063,-0.0006682509408809434,154,,,0.028677319324676542,0.03207259923971573,1770134193.528998
223,0.953603208065033,0.9616122453336909,2.1416000000051838e-05,2.146259482220721e-05,robust,DEGRADED,-0.0020022593171643566,0.003224308081470697,-0.0006530041874581727,154,,,0.024564313858398412,0.04641820793496709,1770134193.530279
224,0.9609050154685974,0.9614707993606724,2.154200000004103e-05,2.1478475857773978e-05,robust,DEGRADED,-0.00014144597301857242,0.0029264253752125627,-0.001050390830130099,154,,,0.06575058572387693,0.03911652653140263,1770134193.531529
225,0.9738768935203552,0.963952018192609,2.1207999999939275e-05,2.1424380686207042e-05,robust,DEGRADED,0.002481218831936638,0.0028294631961223674,-0.0011331383629566093,154,,,0.02852515468978889,0.026144314479644715,1770134193.532765
226,0.9789159297943115,0.9669448005129496,2.133300000006777e-05,2.1406104548979186e-05,robust,DEGRADED,0.0029927823203406145,0.00254303460707142,0.0008827706778903321,154,,,0.05081459681283573,0.021105403205688544,1770134193.5339992
227,0.9752491116523743,0.9686056627408346,2.133400000015051e-05,2.139168363921345e-05,robust,DEGRADED,0.0016608622278849738,0.0027227780456191516,0.0009982316179958594,154,,,0.055575179023559684,0.024772222347625883,1770134193.53523
228,0.9642072916030884,0.9677259885132854,2.1374999999990152e-05,2.138834691136879e-05,robust,DEGRADED,-0.0008796742275491987,0.00284198617734917,0.001222748635918891,154,,,0.08439078149377455,0.03581408339691161,1770134193.5364711
229,0.9843831658363342,0.9710574239778953,2.1292000000006084e-05,2.136907752909625e-05,robust,DEGRADED,0.0033314354646099,0.003319476400118803,0.0019173249234445855,154,,,0.06638268742352293,0.015638126163665778,1770134193.537707
230,0.9165372252464294,0.9601533842316021,2.1500000000118646e-05,2.139526202330073e-05,robust,DEGRADED,-0.01090403974629317,0.0034190412767425085,-0.0007597267922013762,154,,,0.06324116455096429,0.08348427475357068,1770134193.542936
231,0.9254842400550842,0.9532195553962987,2.145799999997422e-05,2.140780961863543e-05,robust,DEGRADED,-0.006933828835303468,0.0048638218624486,-0.0027450490233301927,154,,,0.048822669189086954,0.07453721794491575,1770134193.544188
232,0.967583179473877,0.9560922802118144,2.1290999999923343e-05,2.1384447694893013e-05,robust,DEGRADED,0.0028727248155157037,0.005392772378859766,-0.0025026765058040468,154,,,0.04853345687121591,0.03243811152612297,1770134193.5454311
233,0.9490645527839661,0.9546867347262447,2.145900000005696e-05,2.1399358155925805e-05,robust,DEGRADED,-0.0014055454855697036,0.005952844536448528,-0.0026078507574081476,154,,,0.07326986029016114,0.05095690621603399,1770134193.546678
234,0.9684403538703918,0.9574374585550741,2.1374999999990152e-05,2.1394486524738674e-05,robust,DEGRADED,0.00275072382882946,0.006135360705377684,-0.002723993084564236,154,,,0.010770266708740373,0.031581021129608144,1770134193.547953
